fichier_source,basename,code_brut,code_utilise,sample_nb,espece_trouvee,classe_assignee,statut,destination
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/ENFAC-78-AER-1.npy,ENFAC-78-AER-1,ENFAC,ENFAC,78,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/ENFAC-78-AER-2.npy,ENFAC-78-AER-2,ENFAC,ENFAC,78,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/ENFAC-78-ANA-1.npy,ENFAC-78-ANA-1,ENFAC,ENFAC,78,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/ENFAC-78-ANA-2.npy,ENFAC-78-ANA-2,ENFAC,ENFAC,78,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-128-AER-1.npy,STAAU-128-AER-1,STAAU,STAAU,128,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-128-AER-2.npy,STAAU-128-AER-2,STAAU,STAAU,128,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-128-ANA-1.npy,STAAU-128-ANA-1,STAAU,STAAU,128,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-128-ANA-2.npy,STAAU-128-ANA-2,STAAU,STAAU,128,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-152-AER-1.npy,STAAU-152-AER-1,STAAU,STAAU,152,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-152-AER-2.npy,STAAU-152-AER-2,STAAU,STAAU,152,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-152-ANA-1.npy,STAAU-152-ANA-1,STAAU,STAAU,152,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-152-ANA-2.npy,STAAU-152-ANA-2,STAAU,STAAU,152,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-28-AER-1.npy,STAAU-28-AER-1,STAAU,STAAU,28,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-28-AER-2.npy,STAAU-28-AER-2,STAAU,STAAU,28,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-28-ANA-1.npy,STAAU-28-ANA-1,STAAU,STAAU,28,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-28-ANA-2.npy,STAAU-28-ANA-2,STAAU,STAAU,28,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-31-AER-1.npy,STAAU-31-AER-1,STAAU,STAAU,31,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-31-AER-2.npy,STAAU-31-AER-2,STAAU,STAAU,31,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-31-ANA-1.npy,STAAU-31-ANA-1,STAAU,STAAU,31,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-31-ANA-2.npy,STAAU-31-ANA-2,STAAU,STAAU,31,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-36-AER-1.npy,STAAU-36-AER-1,STAAU,STAAU,36,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-36-AER-2.npy,STAAU-36-AER-2,STAAU,STAAU,36,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-36-ANA-1.npy,STAAU-36-ANA-1,STAAU,STAAU,36,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-36-ANA-2.npy,STAAU-36-ANA-2,STAAU,STAAU,36,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-43-AER-1.npy,STAAU-43-AER-1,STAAU,STAAU,43,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-43-AER-2.npy,STAAU-43-AER-2,STAAU,STAAU,43,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-43-ANA-1.npy,STAAU-43-ANA-1,STAAU,STAAU,43,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-43-ANA-2.npy,STAAU-43-ANA-2,STAAU,STAAU,43,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-77-AER-1.npy,STAAU-77-AER-1,STAAU,STAAU,77,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-77-AER-2.npy,STAAU-77-AER-2,STAAU,STAAU,77,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-77-ANA-1.npy,STAAU-77-ANA-1,STAAU,STAAU,77,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-77-ANA-2.npy,STAAU-77-ANA-2,STAAU,STAAU,77,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-81-AER-1.npy,STAAU-81-AER-1,STAAU,STAAU,81,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-81-AER-2.npy,STAAU-81-AER-2,STAAU,STAAU,81,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-81-ANA-1.npy,STAAU-81-ANA-1,STAAU,STAAU,81,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_10_13_Validation_LOTS-9-10-COLI_ENTHOR_100SPD-100vW_zSWATH/2022_04_14_Validation_LOT2_ENFAC_STAAU/STAAU-81-ANA-2.npy,STAAU-81-ANA-2,STAAU,STAAU,81,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2023_01_20_Validation_LOT-27_CITBRA_CITCRO_CITFRE-100vW_zSWATH_100SPD/Pool purs_100vW_100SPD.npy,Pool purs_100vW_100SPD,,,,,,FORMAT_NON_RECONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2023_01_31_Validation_LOTS-31-30-33_ALTHER_COLI_ENTASB_ENTCHE_ENTCLO_ENTCLOCO_ENTHOR_ENTKOB-100vW_zSWATH_100vW_100SPD/ALTHER-1-AER_100vW_100SPD.npy,ALTHER-1-AER_100vW_100SPD,ALTHER,ALTHER,1,,,NON_RESOLU_CODE_INCONNU,
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2023_01_31_Validation_LOTS-31-30-33_ALTHER_COLI_ENTASB_ENTCHE_ENTCLO_ENTCLOCO_ENTHOR_ENTKOB-100vW_zSWATH_100vW_100SPD/ALTHER-1-ANA_100vW_100SPD.npy,ALTHER-1-ANA_100vW_100SPD,ALTHER,ALTHER,1,,,NON_RESOLU_CODE_INCONNU,
