fichier_source,basename,code_brut,code_utilise,sample_nb,espece_trouvee,classe_assignee,statut,destination
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-68-ANA-1.npy,ESCCOL-68-ANA-1,ESCCOL,ESCCOL,68,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-68-ANA-1.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-68-ANA-2.npy,ESCCOL-68-ANA-2,ESCCOL,ESCCOL,68,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-68-ANA-2.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-77-AER-1.npy,ESCCOL-77-AER-1,ESCCOL,ESCCOL,77,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-77-AER-1.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-77-AER-2.npy,ESCCOL-77-AER-2,ESCCOL,ESCCOL,77,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-77-AER-2.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-77-ANA-1.npy,ESCCOL-77-ANA-1,ESCCOL,ESCCOL,77,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-77-ANA-1.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/ESCCOL-77-ANA-2.npy,ESCCOL-77-ANA-2,ESCCOL,ESCCOL,77,Escherichia coli,Escherichia coli,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Escherichia coli/ESCCOL-77-ANA-2.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/KLEOXY-23-AER-1.npy,KLEOXY-23-AER-1,KLEOXY,KLEOXY,23,Klebsiella oxytoca,Klebsiella oxytoca,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella oxytoca/KLEOXY-23-AER-1.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/KLEOXY-23-AER-2.npy,KLEOXY-23-AER-2,KLEOXY,KLEOXY,23,Klebsiella oxytoca,Klebsiella oxytoca,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella oxytoca/KLEOXY-23-AER-2.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/KLEOXY-23-ANA-1.npy,KLEOXY-23-ANA-1,KLEOXY,KLEOXY,23,Klebsiella oxytoca,Klebsiella oxytoca,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella oxytoca/KLEOXY-23-ANA-1.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_04_15_Validation_LOT3_COLI_CITFRE_ENTHOR_KLEOXY_SER/LOT3/KLEOXY-23-ANA-2.npy,KLEOXY-23-ANA-2,KLEOXY,KLEOXY,23,Klebsiella oxytoca,Klebsiella oxytoca,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella oxytoca/KLEOXY-23-ANA-2.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-18-AER-d200.npy,CIT-FRE-18-AER-d200,CIT-FRE,CITFRE,18,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-18-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-18-ANA-d200.npy,CIT-FRE-18-ANA-d200,CIT-FRE,CITFRE,18,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-18-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-20-AER-d200.npy,CIT-FRE-20-AER-d200,CIT-FRE,CITFRE,20,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-20-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-20-ANA-d200.npy,CIT-FRE-20-ANA-d200,CIT-FRE,CITFRE,20,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-20-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-23-AER-d200.npy,CIT-FRE-23-AER-d200,CIT-FRE,CITFRE,23,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-23-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-23-ANA-d200.npy,CIT-FRE-23-ANA-d200,CIT-FRE,CITFRE,23,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-23-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-30-AER-d200.npy,CIT-FRE-30-AER-d200,CIT-FRE,CITFRE,30,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-30-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-30-ANA-d200.npy,CIT-FRE-30-ANA-d200,CIT-FRE,CITFRE,30,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-30-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-35-AER-d200.npy,CIT-FRE-35-AER-d200,CIT-FRE,CITFRE,35,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-35-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-35-ANA-d200.npy,CIT-FRE-35-ANA-d200,CIT-FRE,CITFRE,35,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-35-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-38-AER-d200.npy,CIT-FRE-38-AER-d200,CIT-FRE,CITFRE,38,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-38-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-38-ANA-d200.npy,CIT-FRE-38-ANA-d200,CIT-FRE,CITFRE,38,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-38-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-39-AER-d200.npy,CIT-FRE-39-AER-d200,CIT-FRE,CITFRE,39,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-39-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-39-ANA-d200.npy,CIT-FRE-39-ANA-d200,CIT-FRE,CITFRE,39,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-39-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-42-AER-d200.npy,CIT-FRE-42-AER-d200,CIT-FRE,CITFRE,42,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-42-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-42-ANA-d200.npy,CIT-FRE-42-ANA-d200,CIT-FRE,CITFRE,42,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-42-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-47-AER-d200.npy,CIT-FRE-47-AER-d200,CIT-FRE,CITFRE,47,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-47-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-47-ANA-d200.npy,CIT-FRE-47-ANA-d200,CIT-FRE,CITFRE,47,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-47-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-52-AER-d200.npy,CIT-FRE-52-AER-d200,CIT-FRE,CITFRE,52,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-52-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-52-ANA-d200.npy,CIT-FRE-52-ANA-d200,CIT-FRE,CITFRE,52,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-52-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-53-AER-d200.npy,CIT-FRE-53-AER-d200,CIT-FRE,CITFRE,53,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-53-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-53-ANA-d200.npy,CIT-FRE-53-ANA-d200,CIT-FRE,CITFRE,53,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-53-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-59-AER-d200.npy,CIT-FRE-59-AER-d200,CIT-FRE,CITFRE,59,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-59-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-59-ANA-d200.npy,CIT-FRE-59-ANA-d200,CIT-FRE,CITFRE,59,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-59-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-61-AER-d200.npy,CIT-FRE-61-AER-d200,CIT-FRE,CITFRE,61,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-61-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-61-ANA-d200.npy,CIT-FRE-61-ANA-d200,CIT-FRE,CITFRE,61,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-61-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_09_23_Validation_CITAMA_CITFAR_CITFRE_CITKOS_CITPOR_COLI_ENTASB_ENTBUG_ENTCLO_ENTHOR_ENTKOB_ENTLUD_ENTROG_100SPD-100vW_zSWATH/CIT-FRE-62-AER-d200.npy,CIT-FRE-62-AER-d200,CIT-FRE,CITFRE,62,Citrobacter freundii,Citrobacter freundii,CLASSE (typo corrigee: CIT-FRE->CITFRE),/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Citrobacter freundii/CIT-FRE-62-AER-d200.npy
